prodcodeid	dmdid	bnfcode	readcode	termfromemis	dmdproductdescription	bnfname	productname	readcode_desc	dmdlevel	vpid	atc	formulation	routeofadministration	drugsubstancename	substancestrength	category
12430741000033111	34950311000001108	0302000K0BIABAM	NA	fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)	fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)	fobumix easyhaler 160microg / 4.5microg/dose dry pdr inh	fobumix easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler	NA	AMP	38896811000001103	R03AK07	inhalation powder	inhalation	budesonide/ formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	laba-ics
12431141000033117	34952211000001104	0302000V0BCAAA0	NA	trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)	trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)	trelegy ellipta 92microg/55microg/22microg/dose dry pdr inh	trelegy ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler	NA	AMP	34955111000001103	R03AL08	inhalation powder	inhalation	fluticasone furoate/ umeclidinium bromide/ vilanterol trifenatate	92.000microgram/1.000dose + 65.000microgram/1.000dose + 22.000microgram/1.000dose	triple
12434441000033111	34950611000001103	0302000K0BIADAL	NA	fobumix easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)	fobumix easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (orion pharma (uk) ltd)	fobumix easyhaler 80microg/dose / 4.5microg/dose dry pdr inh	fobumix easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler	NA	AMP	35912011000001109	R03AK07	inhalation powder	inhalation	budesonide/ formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	laba-ics
12468241000033113	35101211000001105	0301030S0AABLBL	NA	theophylline 50mg/5ml oral suspension	theophylline 50mg/5ml oral suspension	theophylline 50mg/5ml oral suspension	theophylline 50mg/5ml oral suspension	NA	VMP	35101211000001105	R03DA04	oral suspension	oral	theophylline	10.000mg/1.000ml	theophylline
1250141000033112	35936611000001107	0301011R0AAAKAK	NA	salbutamol 200microgram inhalation powder blisters	salbutamol 200microgram inhalation powder blisters	salbutamol 200microgram inhalation powder blisters	salbutamol 200microgram inhalation powder blisters	NA	VMP	35936611000001107	R03AC02	inhalation powder	inhalation	salbutamol sulfate	200.000microgram	saba
1250241000033117	35936811000001106	0301011R0AAALAL	NA	salbutamol 400microgram inhalation powder blisters	salbutamol 400microgram inhalation powder blisters	salbutamol 400microgram inhalation powder blisters	salbutamol 400microgram inhalation powder blisters	NA	VMP	35936811000001106	R03AC02	inhalation powder	inhalation	salbutamol sulfate	400.000microgram	saba
1252041000033114	35938011000001101	0301011U0AAABAB	NA	salmeterol 50microgram inhalation powder blisters	salmeterol 50microgram inhalation powder blisters	salmeterol 50microgram inhalation powder blisters	salmeterol 50microgram inhalation powder blisters	NA	VMP	35938011000001101	R03AC12	inhalation powder	inhalation	salmeterol xinafoate	50.000microgram	laba
1252241000033118	NA	NA	NA	salbutamol rotacaps 200 micrograms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	saba
1252341000033111	NA	NA	NA	salbutamol rotacaps 400 micrograms	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	saba
1252441000033117	NA	NA	NA	salbutamol rotahaler 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	saba
12529241000033119	35515511000001100	0302000N0BKAAAY	NA	fusacomb easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (orion pharma (uk) ltd)	fusacomb easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (orion pharma (uk) ltd)	fusacomb easyhaler 50microg / 250microg/dose dry pdr inh	fusacomb easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler	NA	AMP	38897511000001104	R03AK06	inhalation powder	inhalation	fluticasone propionate/ salmeterol xinafoate	250.000microgram/1.000dose + 50.000microgram/1.000dose	laba-ics
12529341000033112	35515311000001106	0302000N0BKABAZ	NA	fusacomb easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (orion pharma (uk) ltd)	fusacomb easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (orion pharma (uk) ltd)	fusacomb easyhaler 50microg / 500microg/dose dry pdr inh	fusacomb easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler	NA	AMP	38897411000001103	R03AK06	inhalation powder	inhalation	fluticasone propionate/ salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	laba-ics
12530441000033112	35430311000001103	0302000C0BSABBF	NA	kelhale 100micrograms/dose inhaler (cipla eu ltd)	kelhale 100micrograms/dose inhaler (cipla eu ltd)	kelhale 100micrograms/dose inhaler	kelhale 100micrograms/dose inhaler	NA	AMP	35908111000001105	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	100.000microgram/1.000dose	ics
12530541000033113	35430111000001100	0302000C0BSAABE	NA	kelhale 50micrograms/dose inhaler (cipla eu ltd)	kelhale 50micrograms/dose inhaler (cipla eu ltd)	kelhale 50micrograms/dose inhaler	kelhale 50micrograms/dose inhaler	NA	AMP	35909611000001106	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	50.000microgram/1.000dose	ics
1255041000033118	NA	NA	NA	salbutamol spacehaler 100 micrograms/puff	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	saba
12579341000033113	35594011000001105	0302000N0BLAABE	NA	combisal 25micrograms/dose / 50micrograms/dose inhaler (aspire pharma ltd)	combisal 25micrograms/dose / 50micrograms/dose inhaler (aspire pharma ltd)	combisal 25micrograms/dose / 50micrograms/dose inhaler	combisal 25micrograms/dose / 50micrograms/dose inhaler	NA	AMP	39111011000001108	R03AK06	pressurised inhalation	inhalation	fluticasone propionate/ salmeterol xinafoate	50.000microgram/1.000dose + 25.000microgram/1.000dose	laba-ics
12579441000033119	35594211000001100	0302000N0BLABBF	NA	combisal 25micrograms/dose / 125micrograms/dose inhaler (aspire pharma ltd)	combisal 25micrograms/dose / 125micrograms/dose inhaler (aspire pharma ltd)	combisal 25micrograms/dose / 125micrograms/dose inhaler	combisal 25micrograms/dose / 125micrograms/dose inhaler	NA	AMP	39111111000001109	R03AK06	pressurised inhalation	inhalation	fluticasone propionate/ salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	laba-ics
12579541000033118	35594411000001101	0302000N0BLACBG	NA	combisal 25micrograms/dose / 250micrograms/dose inhaler (aspire pharma ltd)	combisal 25micrograms/dose / 250micrograms/dose inhaler (aspire pharma ltd)	combisal 25micrograms/dose / 250micrograms/dose inhaler	combisal 25micrograms/dose / 250micrograms/dose inhaler	NA	AMP	39111311000001106	R03AK06	pressurised inhalation	inhalation	fluticasone propionate/ salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	laba-ics
12634941000033116	35647511000001107	0302000N0AABPBP	NA	fluticasone 125micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free	fluticasone 125micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free	fluticasone 125microg/formoterol 5microg/dose ba inh cfcfree	fluticasone 125micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free	NA	VMP	35647511000001107	R03AK11	pressurised inhalation	inhalation	fluticasone propionate/ formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	laba-ics
12635041000033116	35647611000001106	0302000N0AABQBQ	NA	fluticasone 50micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free	fluticasone 50micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free	fluticasone 50microg/formoterol 5microg/dose ba inh cfc free	fluticasone 50micrograms/dose / formoterol 5micrograms/dose breath actuated inhaler cfc free	NA	VMP	35647611000001106	R03AK11	pressurised inhalation	inhalation	fluticasone propionate/ formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	laba-ics
12635141000033117	35647311000001101	0302000N0BDADBP	NA	flutiform k-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)	flutiform k-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)	flutiform k-haler 125microg/dose / 5microg/dose ba inhaler	flutiform k-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler	NA	AMP	35647511000001107	R03AK11	pressurised inhalation	inhalation	fluticasone propionate/ formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	laba-ics
12635241000033112	35650811000001109	0302000N0BDAEBQ	NA	flutiform k-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)	flutiform k-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (napp pharmaceuticals ltd)	flutiform k-haler 50microg/dose / 5microg/dose ba inh	flutiform k-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler	NA	AMP	35647611000001106	R03AK11	pressurised inhalation	inhalation	fluticasone propionate/ formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	laba-ics
126641000033118	3103211000001103	0302000C0BBACAJ	NA	becloforte 400microgram disks with diskhaler (glaxosmithkline uk ltd)	becloforte 400microgram disks with diskhaler (glaxosmithkline uk ltd)	becloforte 400microgram disks with diskhaler	becloforte 400microgram disks with diskhaler	NA	AMP	35909011000001104	R03BA01	inhalation powder	inhalation	beclometasone dipropionate	400.000microgram	ics
12666141000033117	35813111000001107	0303030B0AAABAB	NA	roflumilast 250microgram tablets	roflumilast 250microgram tablets	roflumilast 250microgram tablets	roflumilast 250microgram tablets	NA	VMP	35813111000001107	R03DX07	tablet	oral	roflumilast	250.000microgram	pde4i
126741000033110	3088611000001100	0302000C0BHAAAG	NA	becodisks 100microgram with diskhaler (glaxosmithkline uk ltd)	becodisks 100microgram with diskhaler (glaxosmithkline uk ltd)	becodisks 100microgram with diskhaler	becodisks 100microgram with diskhaler	NA	AMP	35907711000001105	R03BA01	inhalation powder	inhalation	beclometasone dipropionate	100.000microgram	ics
1267441000033114	3380111000001107	0301011U0BBAEAE	NA	serevent 50micrograms/dose accuhaler (glaxosmithkline uk ltd)	serevent 50micrograms/dose accuhaler (glaxosmithkline uk ltd)	serevent 50micrograms/dose accuhaler	serevent 50micrograms/dose accuhaler	NA	AMP	39113211000001104	R03AC12	inhalation powder	inhalation	salmeterol xinafoate	50.000microgram/1.000dose	laba
1267641000033111	408911000001105	0301011U0BBACAC	NA	serevent 25micrograms/dose inhaler (glaxosmithkline uk ltd)	serevent 25micrograms/dose inhaler (glaxosmithkline uk ltd)	serevent 25micrograms/dose inhaler	serevent 25micrograms/dose inhaler	NA	AMP	39110811000001105	R03AC12	pressurised inhalation	inhalation	salmeterol xinafoate	25.000microgram/1.000dose	laba
126841000033117	3096011000001109	0302000C0BHACAH	NA	becodisks 200microgram with diskhaler (glaxosmithkline uk ltd)	becodisks 200microgram with diskhaler (glaxosmithkline uk ltd)	becodisks 200microgram with diskhaler	becodisks 200microgram with diskhaler	NA	AMP	35908311000001107	R03BA01	inhalation powder	inhalation	beclometasone dipropionate	200.000microgram	ics
1268941000033117	3084011000001103	0301011U0BBAAAA	NA	serevent 50microgram disks with diskhaler (glaxosmithkline uk ltd)	serevent 50microgram disks with diskhaler (glaxosmithkline uk ltd)	serevent 50microgram disks with diskhaler	serevent 50microgram disks with diskhaler	NA	AMP	35937811000001108	R03AC12	inhalation powder	inhalation	salmeterol xinafoate	50.000microgram	laba
126941000033113	3102211000001109	0302000C0BHAEAJ	NA	becodisks 400microgram with diskhaler (glaxosmithkline uk ltd)	becodisks 400microgram with diskhaler (glaxosmithkline uk ltd)	becodisks 400microgram with diskhaler	becodisks 400microgram with diskhaler	NA	AMP	35909011000001104	R03BA01	inhalation powder	inhalation	beclometasone dipropionate	400.000microgram	ics
1272941000033113	3082411000001100	0301011U0BBABAB	NA	serevent 50microgram disks (glaxosmithkline uk ltd)	serevent 50microgram disks (glaxosmithkline uk ltd)	serevent 50microgram disks	serevent 50microgram disks	NA	AMP	35938011000001101	R03AC12	inhalation powder	inhalation	salmeterol xinafoate	50.000microgram	laba
12901341000033112	36603211000001106	0302000C0BTAABE	NA	soprobec 50micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)	soprobec 50micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)	soprobec 50micrograms/dose inhaler	soprobec 50micrograms/dose inhaler	NA	AMP	35909611000001106	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	50.000microgram/1.000dose	ics
12901441000033118	36603611000001108	0302000C0BTACBF	NA	soprobec 100micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)	soprobec 100micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)	soprobec 100micrograms/dose inhaler	soprobec 100micrograms/dose inhaler	NA	AMP	35908111000001105	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	100.000microgram/1.000dose	ics
12901541000033117	36603411000001105	0302000C0BTABBV	NA	soprobec 200micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)	soprobec 200micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)	soprobec 200micrograms/dose inhaler	soprobec 200micrograms/dose inhaler	NA	AMP	10621011000001101	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	200.000microgram/1.000dose	ics
12901641000033116	36603811000001107	0302000C0BTADBW	NA	soprobec 250micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)	soprobec 250micrograms/dose inhaler (glenmark pharmaceuticals europe ltd)	soprobec 250micrograms/dose inhaler	soprobec 250micrograms/dose inhaler	NA	AMP	10621111000001100	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	250.000microgram/1.000dose	ics
12901741000033113	36604711000001102	0302000N0BMAAAZ	NA	stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (glenmark pharmaceuticals europe ltd)	stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (glenmark pharmaceuticals europe ltd)	stalpex 50microg/dose / 500microg/dose dry powder inh	stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler	NA	AMP	38897411000001103	R03AK06	inhalation powder	inhalation	fluticasone propionate/ salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	laba-ics
129041000033117	3178811000001101	0302000C0BFABAB	NA	beclazone 100 inhaler (teva uk ltd)	beclazone 100 inhaler (teva uk ltd)	beclazone 100 inhaler	beclazone 100 inhaler	NA	AMP	320537007	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	100.000microgram/1.000dose	ics
129141000033118	3176411000001104	0302000C0BFAAAA	NA	beclazone 50 inhaler (teva uk ltd)	beclazone 50 inhaler (teva uk ltd)	beclazone 50 inhaler	beclazone 50 inhaler	NA	AMP	35909511000001107	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	50.000microgram/1.000dose	ics
129241000033113	3180611000001109	0302000C0BFACAC	NA	beclazone 250 inhaler (teva uk ltd)	beclazone 250 inhaler (teva uk ltd)	beclazone 250 inhaler	beclazone 250 inhaler	NA	AMP	35908811000001103	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	250.000microgram/1.000dose	ics
129841000033112	3178611000001100	0302000C0BCAHAB	NA	becotide 100 inhaler (glaxosmithkline uk ltd)	becotide 100 inhaler (glaxosmithkline uk ltd)	becotide 100 inhaler	becotide 100 inhaler	NA	AMP	320537007	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	100.000microgram/1.000dose	ics
129941000033116	3176211000001103	0302000C0BCAIAA	NA	becotide 50 inhaler (glaxosmithkline uk ltd)	becotide 50 inhaler (glaxosmithkline uk ltd)	becotide 50 inhaler	becotide 50 inhaler	NA	AMP	35909511000001107	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	50.000microgram/1.000dose	ics
130441000033115	4537611000001107	0301011F0BBACAA	NA	berotec 200micrograms/dose inhaler (boehringer ingelheim ltd)	berotec 200micrograms/dose inhaler (boehringer ingelheim ltd)	berotec 200micrograms/dose inhaler	berotec 200micrograms/dose inhaler	NA	AMP	4558411000001107	R03AC04	pressurised inhalation	inhalation	fenoterol hydrobromide	200.000microgram/1.000dose	saba
131441000033112	3179311000001104	0302000C0BCAQAR	NA	becotide 200 inhaler (glaxosmithkline uk ltd)	becotide 200 inhaler (glaxosmithkline uk ltd)	becotide 200 inhaler	becotide 200 inhaler	NA	AMP	35908511000001101	R03BA01	pressurised inhalation	inhalation	beclometasone dipropionate	200.000microgram/1.000dose	ics
13178541000033111	37692511000001100	0301040X0AAABAB	NA	tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose inhalation solution cartridge cfc free	tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose inhalation solution cartridge cfc free	tiotropium brom 2.5microg/olodaterol 2.5microg/dose soln	tiotropium bromide 2.5micrograms/dose / olodaterol 2.5micrograms/dose inhalation solution cartridge cfc free	NA	VMP	37692511000001100	R03AL06	inhalation solution	inhalation	olodaterol hydrochloride/ tiotropium bromide	2.500microgram/1.000dose + 2.500microgram/1.000dose	laba-lama
13178641000033112	37678011000001103	0301040X0BBABAB	NA	spiolto respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution refill cartridge (boehringer ingelheim ltd)	spiolto respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution refill cartridge (boehringer ingelheim ltd)	spiolto respimat 2.5microg/dose / 2.5microg/dose soln refill	spiolto respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution refill cartridge	NA	AMP	37692511000001100	R03AL06	inhalation solution	inhalation	olodaterol hydrochloride/ tiotropium bromide	2.500microgram/1.000dose + 2.500microgram/1.000dose	laba-lama
13178741000033115	37692711000001105	0301020Q0AAAEAE	NA	tiotropium bromide 2.5micrograms/dose inhalation solution cartridge cfc free	tiotropium bromide 2.5micrograms/dose inhalation solution cartridge cfc free	tiotropium bromide 2.5micrograms/dose inhalation soln cart	tiotropium bromide 2.5micrograms/dose inhalation solution cartridge cfc free	NA	VMP	37692711000001105	R03BB04	inhalation solution	inhalation	tiotropium bromide	2.500microgram/1.000dose	lama
13178841000033113	37677711000001102	0301020Q0BBADAE	NA	spiriva respimat 2.5micrograms/dose inhalation solution refill cartridge (boehringer ingelheim ltd)	spiriva respimat 2.5micrograms/dose inhalation solution refill cartridge (boehringer ingelheim ltd)	spiriva respimat 2.5microg/dose inhalation soln refill cart	spiriva respimat 2.5micrograms/dose inhalation solution refill cartridge	NA	AMP	37692711000001105	R03BB04	inhalation solution	inhalation	tiotropium bromide	2.500microgram/1.000dose	lama
